Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Jessica,2022-09-02 08:26:53,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Fakes,GMAIL.COM,,,--,0
Jessica,2022-09-01 16:25:22,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Fenced In,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-01 15:24:17,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Love in the Villa,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-01 12:32:11,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Fenced In,GMAIL.COM,,,--,0
Jessica,2022-09-01 12:32:10,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Fenced In,GMAIL.COM,,,--,0
Jessica,2022-09-01 11:27:24,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Love in the Villa,GMAIL.COM,,,--,0
Jessica,2022-09-01 11:27:24,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Love in the Villa,GMAIL.COM,,,--,0
Jessica,2022-08-31 15:17:31,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,I Came By,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-31 11:12:27,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,I Came By,GMAIL.COM,,,--,0
Jessica,2022-08-31 11:12:26,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,I Came By,GMAIL.COM,,,--,0
Jessica,2022-08-26 16:43:14,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Seoul Vibe,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-26 16:31:14,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Me Time,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-26 15:26:12,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Me Time,GMAIL.COM,,,--,0
Jessica,2022-08-26 15:26:12,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Me Time,GMAIL.COM,,,--,0
Jessica,2022-08-26 10:36:25,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Seoul Vibe,GMAIL.COM,,,--,0
Jessica,2022-08-26 10:36:25,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Seoul Vibe,GMAIL.COM,,,--,0
Jessica,2022-08-25 18:41:08,EMAIL_UNBRANDED_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Sing Again,GMAIL.COM,,,--,0
Jessica,2022-08-25 18:41:08,PUSH_UNBRANDED_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Sing Again,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-25 16:34:24,PUSH_THUMBS_SHORT_PLAY,PUSH,BR,pt-BR,pt-BR,The Best of Enemies,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-25 15:44:19,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,That's Amor,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-25 13:19:22,Inapp Thumbs Short Play,NOTIFICATIONS,BR,pt-BR,,The Best of Enemies,GMAIL.COM,,,--,0
Jessica,2022-08-25 13:19:22,EMAIL_THUMBS_SHORT_PLAY,EMAIL,BR,pt-BR,pt-BR,The Best of Enemies,GMAIL.COM,,,--,0
Jessica,2022-08-25 10:23:42,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,That's Amor,GMAIL.COM,,,--,0
Jessica,2022-08-25 10:23:41,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,That's Amor,GMAIL.COM,,,--,0
Jessica,2022-08-22 12:33:32,WW_QUANT_MESSAGING_CHANNEL_OPTIMIZATION,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,--,0
Jessica,2022-08-21 15:11:22,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Blood Father,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-21 04:35:24,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Blood Father,GMAIL.COM,,,--,0
Jessica,2022-08-21 04:35:24,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Blood Father,GMAIL.COM,,,--,0
Jessica,2022-08-19 19:26:56,EMAIL_UNBRANDED_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Blood Father,GMAIL.COM,,,--,0
Jessica,2022-08-19 19:26:56,PUSH_UNBRANDED_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Blood Father,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-12 15:09:42,Multichannel What To Watch,PUSH,BR,pt-BR,pt-BR,Dumplin',GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-12 13:00:14,Multichannel What To Watch,EMAIL,BR,pt-BR,pt-BR,Dumplin',GMAIL.COM,,,--,0
Jessica,2022-08-12 13:00:13,Multichannel What To Watch,NOTIFICATIONS,BR,,,Dumplin',GMAIL.COM,,,--,0
Jessica,2022-08-11 16:58:21,PUSH_COMEDY_FEED_RE_ENGAGEMENT,PUSH,BR,pt-BR,pt-BR,,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-08-11 07:52:13,Inapp Comedy Feed Re Engagement,NOTIFICATIONS,BR,pt-BR,,,GMAIL.COM,,,--,0
Jessica,2022-08-08 16:41:25,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,DI4RIES,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-08-08 15:35:19,Inapp Watch It Again,NOTIFICATIONS,BR,pt-BR,,DI4RIES,GMAIL.COM,,,--,0
Jessica,2022-08-08 15:35:19,EMAIL_WATCH_IT_AGAIN,EMAIL,BR,pt-BR,pt-BR,DI4RIES,GMAIL.COM,,,--,0
Jessica,2022-08-06 21:45:47,PUSH_UNBRANDED_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Sai de Baixo: O Filme,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-08-06 21:45:47,EMAIL_UNBRANDED_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Sai de Baixo: O Filme,GMAIL.COM,,,--,0
Jessica,2022-08-05 16:01:17,PUSH_THUMBS_LONG_PLAY,PUSH,BR,pt-BR,pt-BR,DI4RIES,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-05 15:43:28,PUSH_CONTENT_LEAVING_THE_SERVICE,PUSH,BR,pt-BR,pt-BR,"Big Mommas: Like Father, Like Son",GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-08-05 14:00:33,EMAIL_CONTENT_LEAVING_THE_SERVICE,EMAIL,BR,pt-BR,pt-BR,"Big Mommas: Like Father, Like Son",GMAIL.COM,,,--,0
Jessica,2022-08-05 14:00:33,Inapp Content Leaving The Service,NOTIFICATIONS,BR,pt-BR,,"Big Mommas: Like Father, Like Son",GMAIL.COM,,,--,0
Jessica,2022-08-05 13:00:29,Inapp Thumbs Long Play,NOTIFICATIONS,BR,pt-BR,,DI4RIES,GMAIL.COM,,,--,0
Jessica,2022-08-05 13:00:29,EMAIL_THUMBS_LONG_PLAY,EMAIL,BR,pt-BR,pt-BR,DI4RIES,GMAIL.COM,,,--,0
Jessica,2022-07-29 19:52:30,PUSH_UNBRANDED_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Wonder,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-07-29 19:52:30,EMAIL_UNBRANDED_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Wonder,GMAIL.COM,,,--,0
Jessica,2022-07-26 15:29:10,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-07-26 05:41:06,EMAIL_COMING_SOON,EMAIL,BR,pt-BR,pt-BR,A Cut Above,GMAIL.COM,,,--,0
Jessica,2022-07-26 05:41:05,Inapp Coming Soon,NOTIFICATIONS,BR,pt-BR,,,GMAIL.COM,,,--,0
Jessica,2022-07-16 18:23:15,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Live is Life,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-07-16 18:23:13,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Live is Life,GMAIL.COM,,,--,0
Jessica,2022-07-16 18:23:13,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,Live is Life,GMAIL.COM,,,--,0
Jessica,2022-07-15 16:47:25,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,The Best of Enemies,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-07-15 05:49:08,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Best of Enemies,GMAIL.COM,,,--,0
Jessica,2022-07-15 05:49:08,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,The Best of Enemies,GMAIL.COM,,,--,0
Jessica,2022-07-13 15:59:12,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Resident Evil,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-07-13 08:08:17,EMAIL_ORIGINALS_PREPROMOTE_TITLE_GROUPS,EMAIL,BR,pt-BR,pt-BR,Resident Evil,GMAIL.COM,,,--,0
Jessica,2022-07-01 14:24:29,EMAIL_NEW_BATCH_ALERT,EMAIL,BR,pt-BR,pt-BR,Stranger Things,GMAIL.COM,,,--,0
Jessica,2022-07-01 14:24:28,Inapp New Batch Alert,NOTIFICATIONS,BR,pt-BR,,Stranger Things,GMAIL.COM,,,--,0
Jessica,2022-07-01 00:40:06,NEW_DEVICE_LOGIN,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,--,0
Jessica,2022-06-30 12:04:37,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,The Man from Toronto,GMAIL.COM,,,,0
Jessica,2022-06-30 12:04:37,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,The Man from Toronto,GMAIL.COM,,,,0
Jessica,2022-06-30 08:44:31,EVO_EDR_REPORT_COMPLETED_EXTERNAL_SAR_EMAIL,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,2022-06-30 10:24:57,,1
Jessica,2022-06-30 02:00:37,EMAIL_NEW_BATCH_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Stranger Things,GMAIL.COM,,,,0
Jessica,2022-06-30 02:00:36,Inapp New Batch Prepromote,NOTIFICATIONS,BR,pt-BR,,Stranger Things,GMAIL.COM,,,,0
Jessica,2022-06-29 21:47:08,NEW_DEVICE_LOGIN,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,,0
Jessica,2022-06-29 21:39:03,EVO_EDR_REQUEST_VERIFICATION_EMAIL,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,2022-06-29 21:41:52,,1
Jessica,2022-06-25 17:14:13,EMAIL_NEW_SEASON_ALERT,EMAIL,BR,pt-BR,pt-BR,The Umbrella Academy,GMAIL.COM,,,,0
Jessica,2022-06-24 16:13:24,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,Money Heist: Korea - Joint Economic Area,GMAIL.COM,,,,0
Jessica,2022-06-24 16:13:24,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,Money Heist: Korea - Joint Economic Area,GMAIL.COM,,,,0
Jessica,2022-06-22 09:56:31,EMAIL_COMING_SOON,EMAIL,BR,pt-BR,pt-BR,Money Heist: Korea - Joint Economic Area,GMAIL.COM,https://www.netflix.com/browse/coming-soon?lnktrk=EMP&g=921ADA28331C48164B9AF8B72CDD03686455B9FA&lkid=URL_COMING_SOON_2,2022-06-22 11:11:59,,1
Jessica,2022-06-22 09:56:31,Inapp Coming Soon,NOTIFICATIONS,BR,pt-BR,,,GMAIL.COM,,,,0
Jessica,2022-06-14 10:36:22,Inapp Coming Soon,NOTIFICATIONS,BR,pt-BR,,,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-06-14 10:36:22,EMAIL_COMING_SOON,EMAIL,BR,pt-BR,pt-BR,Maldivas,GMAIL.COM,,,,0
Jessica,2022-06-13 18:36:53,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Maldivas,GMAIL.COM,,,,0
Jessica,2022-06-13 18:36:52,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,Maldivas,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-06-04 21:26:08,EMAIL_UNBRANDED_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Rambo: Last Blood,GMAIL.COM,,,,0
Jessica,2022-05-31 13:48:45,EMAIL_NEW_SEASON_ALERT,EMAIL,BR,pt-BR,pt-BR,Stranger Things,GMAIL.COM,,,,0
Jessica,2022-05-21 22:06:05,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Godspeed,GMAIL.COM,,,,0
Jessica,2022-05-21 22:06:05,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,Godspeed,GMAIL.COM,,,,0
Jessica,2022-05-20 16:28:14,REQUEST_TO_CHANGE_PASSWORD,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,2022-05-20 16:28:35,,1
Jessica,2022-05-13 16:51:11,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Senior Year,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-05-13 16:51:11,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Senior Year,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-05-13 16:51:11,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Senior Year,GMAIL.COM,,,,0
Jessica,2022-05-06 15:48:11,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Takedown,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-05-06 15:48:08,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,The Takedown,GMAIL.COM,,,,0
Jessica,2022-05-06 15:48:07,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,The Takedown,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-05-05 15:58:29,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Honeymoon with My Mother,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-05-05 09:12:24,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,Honeymoon with My Mother,GMAIL.COM,,,,0
Jessica,2022-05-05 09:12:24,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,Honeymoon with My Mother,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-05-02 15:12:23,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,365 Days: This Day,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-05-02 15:01:22,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,365 Days: This Day,GMAIL.COM,,,,0
Jessica,2022-05-02 15:01:22,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,365 Days: This Day,GMAIL.COM,,,edge-cadmium,0
Jessica,2022-05-01 13:00:20,EMAIL_KIDS_PROFILE_AWARENESS_NEW_MEMBERS,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,,0
Jessica,2022-04-30 11:23:04,CONNECT_TO_WHATSAPP_UMA,ALERTS,BR,,,,GMAIL.COM,,2022-05-01 16:56:19,Xiaomi_M2101K7AG,1
Jessica,2022-04-28 16:54:22,EVO_HITCH_CONFIRMATION_ON_PHONE_NUMBER_ADD,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,,0
Jessica,2022-04-28 16:45:24,TV_HD_UPSELL_UMA,ALERTS,--,,,,GMAIL.COM,,,,0
Jessica,2022-04-28 16:44:17,SIGNUP_CONFIRMATION_NETFLIX_MOPS,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,,0
Jessica,2022-04-28 16:41:54,VERIFY_PHONE_SMS,SMS,BR,pt-BR,pt-BR,,GMAIL.COM,,,,0
Jessica,2022-04-28 16:39:49,VERIFY_PHONE_NUMBER_UMA,ALERTS,--,,,,GMAIL.COM,,2022-04-28 16:41:12,--,1
Jessica,2022-04-28 16:39:36,PHONE_NUMBER_COLLECTION_UMA,ALERTS,--,,,,GMAIL.COM,,,,0
